name,start frame,stop frame,fps
gpa12_1.hdf5,6864,7696,26
gpa12_2.hdf5,10120,10929.6,25.3
gpa12_3.hdf5,640,1120,20
gpa12_4.hdf5,3686.4,4505.6,25.6
gpa12_5.hdf5,5220,6264,26.1
gpa12_6.hdf5,1649.28,2680.08,25.77
gpa12_7.hdf5,8933.76,10964.16,25.38
gpa12_8.hdf5,3522.4,4558.4,25.9
gpa12_9.hdf5,411.2,1233.6,25.7
gpa12_10.hdf5,2889.6,3715.2,25.8
