name,start frame,stop frame,fps
snf9_1.hdf5,5729.92,6753.12,25.58
snf9_2.hdf5,1450.4,2279.2,25.9
snf9_3.hdf5,3289.6,4317.6,25.7
snf9_4.hdf5,17571.2,18398.08,25.84
snf9_5.hdf5,6851.68,7657.76,25.19
snf9_6.hdf5,620.16,1447.04,25.84
snf9_7.hdf5,1644.8,2672.8,25.7
snf9_8.hdf5,5962.4,6579.2,25.7
snf9_9.hdf5,7872,8640,24
snf9_10.hdf5,10514.16,11544.96,25.77
