name,start frame,stop frame,fps
unc37_1.hdf5,9606.4,10870.4,31.6
unc37_2.hdf5,6696,8184,31
unc37_3.hdf5,2641.6,3657.6,25.4
unc37_4.hdf5,3600.8,5401.2,32.15
unc37_5.hdf5,2051.2,3692.16,25.64
unc37_6.hdf5,14089.6,15747.2,25.9
unc37_7.hdf5,5714.24,6734.64,25.51
unc37_8.hdf5,0,1020.4,25.51
unc37_9.hdf5,828.8,2072,25.9
unc37_10.hdf5,7948.4,9743.2,32.05
