1.000000000000000000e+00,9.171526339167687114e-01,7.805806619201129948e-01,4.918987618604902523e-01,1.118342377965550472e-01,2.519947887900464423e-01,5.661145743263632513e-01,7.097304948993427010e-01,5.549227408475109202e-01,3.319543825028542505e-01,1.434189830003014809e-01,0.000000000000000000e+00,2.944671879239422205e-04
0.000000000000000000e+00,6.556365379168357377e-01,1.000000000000000000e+00,4.874450039884835051e-01,3.429682640044008635e-02,6.815837626278439254e-01,6.776193125839726772e-01,3.054646448013148552e-01,1.312627757539861217e-01,4.167178035407639869e-01,2.404446382711055707e-01,2.158938661999078024e-01,7.503980453917782345e-01
4.344945064675983515e-01,8.764278290107401226e-01,1.000000000000000000e+00,3.343083640656615563e-01,5.104353403417014913e-03,6.762371890983412959e-01,7.668613952495405561e-01,3.631872424924731391e-01,0.000000000000000000e+00,2.671226314643915800e-01,1.434191959744034461e-01,3.361673632935607836e-02,6.141893261823306860e-01
1.563540948041813039e-01,5.782557477892210640e-01,1.000000000000000000e+00,4.600814650327099131e-01,0.000000000000000000e+00,6.770748151555363581e-01,6.064753302217817943e-01,2.539305738862901451e-01,5.075411324005053154e-02,2.239718192325678703e-01,9.651844088326510737e-03,1.854374110893126648e-01,4.459639637258059897e-01
1.350121534554895031e-01,5.542985765778790652e-01,1.000000000000000000e+00,7.998730645586026311e-01,3.614082068258877567e-01,1.213721930541787758e-01,3.932099753339346471e-01,3.446886632477004220e-01,1.452655792606693808e-01,0.000000000000000000e+00,1.261353546024010508e-01,5.012365315885114470e-01,7.702177680445357888e-01
3.301015997455235551e-01,7.576108685398125209e-01,1.000000000000000000e+00,5.035179839619216002e-01,1.269335706800133606e-02,6.816800004462708618e-01,8.961747245116611360e-01,7.067784580303470010e-01,3.092705479374274757e-01,0.000000000000000000e+00,1.864974859804215124e-01,2.029565535733493520e-01,6.937782752236024142e-02
3.336226581788298007e-01,7.307512775699203100e-01,1.000000000000000000e+00,3.406341332336275673e-01,8.813992719913846252e-02,8.498938033736859188e-01,8.131200084499989877e-01,3.477268258206880902e-01,1.222818613490428141e-01,4.813247268231662379e-01,3.857017749798990480e-01,0.000000000000000000e+00,6.528868071643627591e-01
6.014850738123150853e-01,8.796744692587470382e-01,1.000000000000000000e+00,4.917918495104766086e-01,0.000000000000000000e+00,5.738995886409722358e-01,8.322621115727237839e-01,8.013420832212946321e-01,4.583828096840870114e-01,9.580128721648188683e-02,7.291773523688234449e-02,9.544694830025512999e-02,7.350638298077957766e-02
3.834215114463641050e-01,6.855690446384501424e-01,9.130549824751733601e-01,5.068840392966074138e-01,0.000000000000000000e+00,6.480797764665121585e-01,1.000000000000000000e+00,9.429839410361929852e-01,4.470034670777592867e-01,1.086237551208194818e-01,3.829809137172069389e-01,4.140784645699884248e-01,6.082363385833349650e-02
4.483833279723000720e-01,8.128075406444615902e-01,1.000000000000000000e+00,3.996251308774856903e-01,1.678813896883383505e-01,8.332342260175245041e-01,9.136642077310804799e-01,6.131129145507773215e-01,0.000000000000000000e+00,4.021538408331606917e-01,4.407950998859429537e-01,7.720605094465189666e-02,5.258672981195868790e-01
