name,start frame,stop frame,fps
gpa16_1.hdf5,15600,16560,30
gpa16_2.hdf5,1653.76,2273.92,25.84
gpa16_3.hdf5,3487.04,4512.64,25.64
gpa16_4.hdf5,16448,17064.8,25.7
gpa16_5.hdf5,698.56,1571.76,21.83
gpa16_6.hdf5,12720,13680,30
gpa16_7.hdf5,11840,12480,20
gpa16_8.hdf5,1680,2880,30
gpa16_9.hdf5,6960,7680,30
gpa16_10.hdf5,2640,3840,30
