1.000000000000000000e+00,1.466437366159087097e-01,1.076466502693815275e-01,3.443776599651323100e-01,5.070767314945440196e-01,3.934804376648294855e-01,2.249047812820219872e-01,3.170269734978474196e-01,4.881033846058064340e-01,3.721764882971912991e-01,1.716682919562271814e-01,6.578797521196723397e-02,3.390779012080186727e-01
1.466437366159087097e-01,1.000000000000000000e+00,1.960939662508307535e-01,1.007923042011648895e-01,3.089443922545456189e-01,3.347735156875316642e-01,3.809996841261881761e-01,2.959760527578842448e-01,2.350276120622021292e-01,5.322809750067040158e-01,5.031001660377170115e-01,3.806630011041353678e-01,9.223796888357337076e-02
1.076466502693815275e-01,1.960939662508307535e-01,1.000000000000000000e+00,2.335348918024569564e-01,2.995805063782726596e-01,3.349711270624455839e-01,3.741321727877142678e-01,5.015456797918215193e-01,2.483779495935627135e-01,3.595704242784762972e-01,3.818743979560089707e-01,7.316529659943599162e-01,5.502526044962797735e-01
3.443776599651323100e-01,1.007923042011648895e-01,2.335348918024569564e-01,1.000000000000000000e+00,4.024523983547893535e-01,2.150009963943579905e-01,1.644498948786080883e-01,2.884219655939078142e-01,2.702013087646040201e-01,1.682643762512644192e-01,1.543608997745149758e-01,2.811422217769072307e-01,5.145707522508669030e-01
5.070767314945440196e-01,3.089443922545456189e-01,2.995805063782726596e-01,4.024523983547893535e-01,5.129265898391857093e-01,2.346473134316473530e-01,1.590633198500920054e-01,2.136643735924556864e-01,2.953040817802443652e-01,2.029771395495307829e-01,1.726828938224764798e-01,1.687883592658827592e-01,3.967125902441560048e-01
3.934804376648294855e-01,3.347735156875316642e-01,3.349711270624455839e-01,2.150009963943579905e-01,2.346473134316473530e-01,1.000000000000000000e+00,4.007378503648358348e-01,2.183122095887073677e-01,5.147594878245688177e-01,7.001054725156636849e-01,3.566770797779110769e-01,2.389273296956315740e-01,4.110813911885622951e-01
2.249047812820219872e-01,3.809996841261881761e-01,3.741321727877142678e-01,1.644498948786080883e-01,1.590633198500920054e-01,4.007378503648358348e-01,1.000000000000000000e+00,2.364224752148356146e-01,1.358052641563457230e-01,4.591700703022343899e-01,5.804952931349780521e-01,3.459818325623417734e-01,3.234422634749538616e-01
3.170269734978474196e-01,2.959760527578842448e-01,5.015456797918215193e-01,2.884219655939078142e-01,2.136643735924556864e-01,2.183122095887073677e-01,2.364224752148356146e-01,1.000000000000000000e+00,1.951472411046697164e-01,1.165851539000493375e-01,3.804712769698737618e-01,5.753556336445728725e-01,6.184246939512492158e-01
4.881033846058064340e-01,2.350276120622021292e-01,2.483779495935627135e-01,2.702013087646040201e-01,2.953040817802443652e-01,5.147594878245688177e-01,1.358052641563457230e-01,1.951472411046697164e-01,1.000000000000000000e+00,3.306802564465535221e-01,2.796677272453706453e-01,3.171221682795077323e-01,4.405973835320177723e-01
3.721764882971912991e-01,5.322809750067040158e-01,3.595704242784762972e-01,1.682643762512644192e-01,2.029771395495307829e-01,7.001054725156636849e-01,4.591700703022343899e-01,1.165851539000493375e-01,3.306802564465535221e-01,1.000000000000000000e+00,4.028462769046178282e-01,2.299027161645581518e-01,2.359843466049886263e-01
1.716682919562271814e-01,5.031001660377170115e-01,3.818743979560089707e-01,1.543608997745149758e-01,1.726828938224764798e-01,3.566770797779110769e-01,5.804952931349780521e-01,3.804712769698737618e-01,2.796677272453706453e-01,4.028462769046178282e-01,1.000000000000000000e+00,3.266548731514907766e-01,1.650259229674718442e-01
6.578797521196723397e-02,3.806630011041353678e-01,7.316529659943599162e-01,2.811422217769072307e-01,1.687883592658827592e-01,2.389273296956315740e-01,3.459818325623417734e-01,5.753556336445728725e-01,3.171221682795077323e-01,2.299027161645581518e-01,3.266548731514907766e-01,1.000000000000000000e+00,3.348151458406998793e-01
3.390779012080186727e-01,9.223796888357337076e-02,5.502526044962797735e-01,5.145707522508669030e-01,3.967125902441560048e-01,4.110813911885622951e-01,3.234422634749538616e-01,6.184246939512492158e-01,4.405973835320177723e-01,2.359843466049886263e-01,1.650259229674718442e-01,3.348151458406998793e-01,1.000000000000000000e+00
